Emotion,Text
joy,"I don't know, but one of the extras sure did!  Hey, listen    Rach. Thanks again for coming down to watch my scenes!"
neutral,Also so
neutral,"Oh, in my head he's done some pretty ""not-gay-stuff""!"
neutral,"Well, at the Christmas party him and Santa did some definitely    gay stuff!"
neutral,"OK, you've got to promise that you'll never, ever tell Ross that I told you."
neutral,About what?
neutral,He's planning your birthday party.
joy,Oh my God! I love him!
neutral,About what?
joy,Oh stop it. Joey already told me.
neutral,"Well, he didn't tell me."
neutral,"Hey, don't look at me. This is Ross's thing."
anger,This is so typical. I'm always the last one to know everything.
neutral,"No, you are not. We tell you stuff."
anger,Yuh-huh!
anger,I was the last one to know when Chandler got bitten by the peacock at the zoo.
anger,I was the last one to know when you had a crush on Joey when he was moving in.
neutral,"Chandler, we still haven’t gotten an RSVP from your dad."
neutral,"Oh! Right. Umm, maybe that’s because I didn’t send him an invitation."
anger,Chandler! He’s your father.  he should be at the wedding.
sadness,Well what are you gonna do when he finds out he wasn’t even asked?!
neutral,It’s not like we run in the same circles.
neutral,"Ooh, I think I wanna trade circles."
neutral,So what! As long as he’s not wearing a white dress and a veil I don’t care.
neutral,"Okay, I think I need to do some shopping."
neutral,Hello! Who’s in there?
neutral,How ya doin’?
anger,Who in the hell are you?
neutral,"I guess you wouldn’t believe me if I said I was Kurt Douglas, huh?"
fear,"No-no, Rachel, don’t get it! He can’t see us!"
anger,"No, yeah! The groom cannot see the bride!"
anger,I’m not gonna marry Chandler!
anger,Not after this!
neutral,"Okay, you guys, just relax.  I doooo."
neutral,I gotta go.
sadness,"Oh, wait, Joshua! Joshua!   Yeah, well, that oughta do it."
neutral,"Sorry I'm late, but I left late."
neutral,Okay.
neutral,"So Pheebs, what is the book about?"
neutral,I thought you said you read it in high school.
neutral,"Well yeah, but then I remembered I started it and there was this pep rally and I was, I was on top of the pyramid but anyway—umm, what is this book about?"
neutral,"Excuse me, can I, can I bum one of those?"
neutral,"Y'know what, actually…  Okay, okay, okay, what's so funny over here?"
neutral,"Oh, I thought you guys meant marijuana cigarettes, y'know?"
neutral,"Y'know what I mean, like dubbies?"
neutral,"But no, I actually smoke the regular ones all, all the time."
neutral,We get high.
neutral,"Oh, me too."
neutral,I'm kidding.
joy,"Oh, me too."
sadness,"Oh, are you sure you're ok?"
neutral,Yeah.
sadness,Does it still hurt?
sadness,Yeah.
joy,What a neat idea. All your clothes match. I'm gonna do this.
neutral,Hi.
neutral,"Hey, how'd it go?"
joy,Excellent.
joy,"We ripped that couple apart, and kept the pieces for ourselves."
joy,"What a beautiful story. Hey, I'm fine by the way."
neutral,You know what? You are right. I
joy,Good for you Pheebs!
neutral,Ok.
neutral,"Okay  If you guys have microphones in there too, I didn't mean"
anger,This sucks! I didn’t know I had to stay up all night before I went to this stupid sleep clinic! I’m so tired!
neutral,It’s 6:00.
joy,Hi!
neutral,"Yeah, Rach, I think you’re handling that really well."
neutral,Handling it?
joy,"What do you mean, handling it?"
joy,There’s nothing to handle.
neutral,"Now, maybe I would have a problem with this if it wasn’t for me and Joshua."
anger,"Y’know, they’re not gonna get married anyway!"
anger,Come on!
neutral,"And somewhere along the way, one of them is gonna realise what they’ve done and they’re call the whole thing off."
joy,"I’m telling ya, you’re gonna be dancing at my wedding before you’re dancing at there’s."
anger,"What, did you actually thought it would make me feel better to give me stuff that I can’t use for another two months?!"
anger,This sucks!
neutral,"All right, what’s my next present?"
neutral,"All right, there’s a nuclear holocaust, I’m the last man on Earth. Would you go out with me?"
neutral,Enhh
neutral,I’ve got canned goods.
neutral,"Excellent hole, Joe."
neutral,My drinking?
neutral,"Oh, I must’ve said that after you left."
fear,Said what? Exactly.
neutral,That you enjoyed the occasional drink…ing binge.
fear,Wait-wait-wait-wait-wait-wait-wait-wait!!
anger,If you’re gonna get all sensitive about it!
sadness,I don’t want to lose you.
neutral,"What if I, create a position for you?"
neutral,I’ll make you an assistant buyer in this department.
joy,Say more things like that.
joy,"You can have your own office, and a raise! Effective tomorrow."
neutral,I’d need an expense account.
joy,Done!
neutral,And an assistant.
joy,"Sophie, get in here!"
joy,Monica? You gonna be very proud of me. I just got us dates with two unbelievably cute nurses.
neutral,They're male nurses.
neutral,Not in my head.
joy,"Anyway, they want to take us out Saturday night! What do you say?"
joy,Umm.  Umm. Umm. I don't think so.
anger,You-you're the one who's been telling me to get over Ross and move on.
neutral,"I'm moving on, and you're moving on with me."
neutral,"Come on, give me one good reason why you don't wanna go."
neutral,"Umm, why don't you give"
neutral,Harder than it sounds. Isn't it?
neutral,"Okay, you're coming with me, and I also told them that if we're still here when they get off that we'll go down to the cafeteria and have some"
neutral,Yep! There's always room for
neutral,"Joey, how do you make"
neutral,"Oh, it's easy. Yeah, I-I can do it with anything. Watch uh,  Grandma's chicken salad"
neutral,"Hello, this is Monica..."
neutral,Yeah???
neutral,Oh...
neutral,"Okay, yes, we'll be right, we'll be right down."
neutral,Thank you.
neutral,Okay. Let’s bring it in.
neutral,"Wait no, honey, honey throw it to me, throw it to me."
neutral,Here you go.
anger,That almost hit me in the face.
neutral,"Well, if the magician can open my beer with his but cheeks, then all right."
joy,Hey!
joy,Hey!
joy,Y’know I’m-I’m really glad we decided not to sleep together before the wedding.
joy,"Oh boy, me too!"
neutral,Y’know I was thinking if we had a…a big fight and uh we broke up for a few hours
fear,Yeah?
neutral,"Technically we could have sex again. What do you think, bossy and domineering?!"
anger,"The wedding is off, sloppy and immature!"
joy,That’s me! Come on!
neutral,"Okay.  But wait, we can’t. My Cousin Cassie is in the guest room, we’re supposed to have lunch."
neutral,"Well, get rid of her, obsessive and shrill."
anger,Shrill?! The wedding is back on!
neutral,I thought I heard voices. You must be Chandler.
joy,Hi! Nice to meet you!
neutral,Nice to meet you too.
neutral,"So, are you ready to go?"
neutral,Yeah.
anger,Chandler!
neutral,I’ll be right with you.
neutral,"Th-th-that's all it is, a third nipple."
neutral,Just your run-of-the-mill third nipple.
neutral,You can take it off.
fear,Just slice that baby right off!
neutral,"Take your shirt off, and let's see what we're dealing with here.  What are you doing?"
neutral,Just showing you my run-of-the-mill-slice-it-right-off third nipple.
neutral,Well that's not a third nipple.
neutral,"First of all, it's on your ass."
neutral,"Wait a minute, hold it.  Johnson! Will you come in here a moment?"
neutral,I'm with Hamilton!
neutral,"He's good with rear things, bring him in too."
joy,"Umm, this is great wine."
neutral,"It’s from France…In Europe…Western Europe. Y’know umm, a few years ago I actually was backpacking across Western Europe."
joy,"Uh-hmm—Wait! It gets better. Um, yeah I was in Barcelona."
neutral,I studied for a year in Barcelona.
neutral,"Anyway, umm so I was um, I was hiking"
joy,I love hiking!
joy,Oh that’s great! I was hiking along the foothills of Mount Tibidaybo
joy,Oh we-we didn’t.
fear,No-no. We
neutral,"Um uh…We’re-we’re just having this baby together but uh, uh that’s all."
neutral,"Uh well umm…we’re just not in that place, y’know? But we’re very excited about this."
neutral,Oh. Well then shut me up.
neutral,Just tell me how.
fear,"Uh-oh, I feel another one coming."
neutral,"Let it go, Ross."
neutral,"Yeah, well, you didn't know Chi Chi."
neutral,Do you all promise?
neutral,Chandler? Do you promise to be good?
joy,"You can come in, but your filter-tipped little buddy has to stay outside!"
neutral,"Hey, Pheebs."
neutral,Dear Ms. Buffay.
neutral,Thank you for calling attention to our error.
neutral,We have credited your account with five hundred dollars.
neutral,"We're sorry for the inconvenience, and hope you'll accept this-  -"
neutral,"Oh my God, honey we are so meant to be together. We both have copies of the"
neutral,"Honey, both yours."
joy,Hey! Great advice on that Joey thing!
neutral,Yeah? The work problem?
joy,Oh it was perfect! I mean it really felt like he was my friend again.
neutral,What problem did you tell him you had?
neutral,"Oh that’s not important. The point is, I really—I think everything’s gonna be okay."
neutral,"Okay, I’ve got some Ones, you wanna put them in her panties?"
anger,"Ha-ha, it’s not my baby, ha-ha-ha!"
joy,"Very good,  so good."
joy,"I really, really enjoyed it. Very exotic."
sadness,"Well, I just checked our messages and Joshua didn’t call."
sadness,I mean you’d think he’d be worried about me not showing up at his club.
sadness,"Ugh, you know what makes it so much worse, Ross is all happy in Vermont!"
joy,Come on! Look where you are!!
neutral,"When you get a sec, another round of daiquiris."
neutral,"Remember, a virgin for me please."
neutral,Oh! And don’t let me leave without getting the name of that carpet guy.
neutral,"Ahh, come on! Y’know what—y’know what, I think I’m just gonna go home and call Kathy."
neutral,"Well, if you think it will help."
anger,No!
fear,That was a test!
fear,In a couple of hours I’m gonna get really drunk and wanna call Kathy and you guys are gonna have to stop me!
fear,"And then after that, I’m gonna get so drunk, I’m gonna wanna call Janice"
anger,Ohhh!!
joy,I think somebody needs another lap dance.
neutral,"All right, I definitely taste nutmeg."
anger,That and arrogance.
neutral,Hey.
joy,Hey! How was sailing?
joy,Wow thanks!
fear,Joe?
joy,Yeah!
neutral,"Uh, you’ve had a lot of sex right?"
fear,"Well, it’s just the reason that I’m asking is because I kind of eh, uh, I was unable to—I mean I really wanted to, but I couldn’t…."
fear,"There huh—hmm, there-there was an incident."
neutral,"Don’t worry about that man, that happens."
neutral,Yeah! Once.
neutral,I did it anyway.
neutral,‘Sup? ‘Sup dude?
fear,"Take whatever you want, just please don’t hurt me."
neutral,So you’re playing a little
anger,"Look, this is my home and I want to be able to come and go whenever I want!"
anger,"Okay, I will find someplace else to do the rest of my appointments. I just don’t know what the big deal is!"
neutral,"Okay, look, he's not gonna hurt them, right?"
anger,Do you always have to bring him here?
neutral,I didn't wanna leave him alone.
neutral,Alright?
neutral,We- we had our first fight this morning.
neutral,I think it has to do with my working late.
neutral,"I said some things that I didn't mean, and he- he threw some faeces..."
neutral,"Y'know, if you're gonna work late, I could look in on him for you."
joy,"Oh, that'd be great!"
neutral,"Okay, but if you do, make sure it seems like you're there to see him, okay, and you're not like doing it as a favour to me."
neutral,"Okay, but if he asks, I'm not going to lie."
neutral,Check this out.
neutral,"""It’s almost as good as being there."""
joy,It’s better! You can’t go to a museum in your underwear!
joy,Oh-ho! I bet the British version is gooooood!
neutral,"Uh, may I help you?"
neutral,"Yeah, I talked to you on the phone, I’m the lady that got stuck with the racecar bed."
neutral,"Look, it’s like I told you, there’s nothing I can do. You signed for it, Monica Velula Geller."
neutral,"All right, Jester man, look we wanna see the king."
anger,Nobody sees the king!
neutral,"Oh-ho-kay, I’m talking to the king."
neutral,"So, this must be kinda neat for ya, huh?"
neutral,"I mean, your Dad tells me that you get a couple of days off school, and you, you ah, don’t have to sell those cookies anymore."
