Emotion,Text
sadness,i hear about a teenaged girl devastated by the pimple on her face the morning of prom i feel devastated for her
fear,i woke up on a beautiful sunday morning feeling restless and miserable
sadness,i feel unwelcome at work sometimes and think people might be talking about me rel bookmark i feel unwelcome at work sometimes and think people might be talking about me april a class url fn n href http www
fear,i couldn t turn my head away even when i feel frightened
fear,i feel the most uncertain about the project
anger,i feel i am completely dissatisfied with the whole world and all human characters are inconsistent
anger,i knew from high school and he s pretty fuckin chill says that the girl feels insulted and threatened by the blog that i wrote and would like me to apologize and if i offended her i m sorry
anger,im feeling particularly dangerous a chocolate cookie
anger,i actually thought i would feel bothered being their since ehb and the other woman ow spent quite a bit of time together there but i didnt feel much of anything
fear,i feel apprehensive about the ride ahead
anger,i feel bothered
sadness,i mostly take the stairs there are of them but occasionally when i am feeling particularly lethargic because of a number of consecutive late nights i bow down to ease and convenience
fear,i do not feel insecure or unsafe
sadness,i feel sort of pathetic saying that my iphone internet and tv are my must haves but lets be honest they are
sadness,i guess while i can understand their concern i can t help but feel a little rejected
fear,i think that our favorite activities as a child are often very telling and if someone is feeling a little unsure about their life s direction going back to those childhood favorite past times holds many rich clues
sadness,i feel my brain damaged are getting worst for dis moment
sadness,the funeral of a friend who was killed in a car accident she was of my own age
fear,i feel fearful of being near them
sadness,i cant imagine the agony those folks feel waiting for news about their own sentimental things
